property_type,place,area,furnishing_details,society,bedrooms,bathroom,balcony,price_per_sqft,price,latitude,longitude
flat,naroda,122.0,furnished,ozone city,2,2.0,2.0,24590.0,0.3,23.0732586,72.6508299
flat,shela,1750.0,unfurnished,turquoise greenz,3,3.0,1.0,4286.0,0.75,23.0108213,72.44271186959236
flat,vastrapur,3004.0,unfurnished,,4,4.0,1.0,7989.0,2.4,23.0400861,72.5290418
flat,sardar patel ring road,660.0,unfurnished,satyesh residency,1,1.0,1.0,3483.0,0.23,22.96754445,72.66035875
flat,satellite,4142.0,unfurnished,greencraft residences,4,4.0,1.0,10526.0,4.36,23.027602360651706,72.52116979489662
flat,vaishnodevi circle,870.0,unfurnished,north enclave,2,2.0,1.0,6667.0,0.58,23.136343132120857,72.54237623802707
flat,shilaj,1550.0,unfurnished,aaryan homes 2,3,3.0,1.0,5484.0,0.85,23.0544372,72.4720756
flat,sarkhej gandhinagar highway,5500.0,furnished,,4,4.0,1.0,7727.0,4.25,23.054317424033545,72.51923073752492
flat,shela,1504.0,unfurnished,,3,3.0,1.0,4521.0,0.68,23.0108213,72.44271186959236
flat,bopal road,1530.0,unfurnished,vraj recedancy 3,3,3.0,1.0,5882.0,0.9,23.02755966725296,72.50430922375548
flat,shahibag,591.0,furnished,pathey society,1,1.0,2.0,8632.0,0.51,23.05750541321643,72.59468425050397
flat,sola,1800.0,unfurnished,,3,3.0,1.0,6944.0,1.25,23.069237,72.5111307
flat,bopal,1750.0,furnished,,3,3.0,1.0,6114.0,1.07,23.02353855,72.47052697610516
flat,chandkheda,1200.0,unfurnished,,2,2.0,1.0,5083.0,0.61,23.1100643,72.5811205
flat,vaishnodevi circle,2165.0,semi-furnished,shree balaji wind park,3,3.0,1.0,5081.0,1.1,23.136343132120857,72.54237623802707
flat,nava vadaj,1125.0,semi-furnished,,3,2.0,2.0,6044.0,0.68,23.0682238,72.5640995
flat,sola,1287.0,semi-furnished,green city,2,2.0,1.0,0.0,1.1,23.069237,72.5111307
flat,rambagh,1750.0,semi-furnished,,3,3.0,4.0,4114.0,0.72,22.99749745893191,72.60037014515959
flat,thaltej,2250.0,unfurnished,om aryaman urbanville,3,3.0,2.0,6000.0,1.35,23.0485393,72.511742
flat,gota,1179.0,furnished,shayona green,2,2.0,2.0,5089.0,0.6,23.1010002,72.5408363
flat,sarkhej gandhinagar highway,1100.0,unfurnished,eden godrej garden city,2,2.0,2.0,4455.0,0.49,23.054317424033545,72.51923073752492
flat,science city,2142.0,unfurnished,supercity luxuria,3,3.0,2.0,6443.0,1.38,23.077854,72.49479798780331
flat,sola,2475.0,unfurnished,serenity lavish,3,4.0,1.0,5333.0,1.32,23.069237,72.5111307
flat,naroda,684.0,semi-furnished,anjana park,1,1.0,1.0,2193.0,0.15,23.0732586,72.6508299
flat,science city,2448.0,unfurnished,42 parkview,3,3.0,1.0,5515.0,1.35,23.077854,72.49479798780331
flat,vaishnodevi circle,1485.0,unfurnished,dev parijat,3,3.0,1.0,3636.0,0.54,23.136343132120857,72.54237623802707
flat,chandkheda,1950.0,unfurnished,shyam saanvi,3,3.0,1.0,3488.0,0.68,23.1100643,72.5811205
flat,shilaj,1287.0,unfurnished,kaveri trisara,2,2.0,1.0,3419.0,0.44,23.0544372,72.4720756
flat,shilaj,788.0,unfurnished,kaveri trisara,2,2.0,1.0,4949.0,0.39,23.0544372,72.4720756
flat,chandkheda,1044.0,semi-furnished,ishan silver,2,2.0,1.0,4789.0,0.5,23.1100643,72.5811205
flat,south bopal,1435.0,furnished,aarohi elysium,3,2.0,1.0,5923.0,0.85,23.02353855,72.47052697610516
flat,vastral,1279.0,unfurnished,shreedhar shreedhar sky,2,2.0,2.0,2971.0,0.38,22.9948656,72.6624431
flat,bodakdev,1835.0,furnished,nirmal shanthi tower,2,2.0,2.0,5995.0,1.1,23.0445921,72.517344
flat,narolgam,1080.0,furnished,kalash enclave,2,2.0,1.0,2963.0,0.32,22.961952739461708,72.58467437700327
flat,naroda road,1105.0,unfurnished,arvind aavishkaar,2,2.0,1.0,3167.0,0.35,23.049640146325824,72.62365738620151
flat,ambli,1750.0,unfurnished,aashray aurum,3,3.0,1.0,5600.0,0.98,23.02871785,72.48164295008098
flat,prahlad nagar,1395.0,unfurnished,krupal heritage,2,2.0,1.0,6093.0,0.85,22.999936851111823,72.50501110255662
flat,tragad,1213.0,unfurnished,basil skyline,2,2.0,1.0,4616.0,0.56,23.1283467,72.558657
flat,shela,714.0,furnished,aakash residency,1,2.0,1.0,4342.0,0.31,23.0108213,72.44271186959236
flat,gurukul,1200.0,furnished,indraprasth drive in,2,3.0,1.0,4583.0,0.55,23.0457058,72.5268056
flat,kathwada,860.0,unfurnished,laxmi sky city,3,2.0,1.0,5465.0,0.47,23.03291725,72.68306226125398
flat,paldi,1045.0,unfurnished,yash pinnacle,2,2.0,2.0,7656.0,0.8,23.0145531,72.5635432
flat,nava naroda,700.0,unfurnished,abhishek homes,3,2.0,2.0,0.0,0.75,23.0687402,72.6734956
flat,naroda,1179.0,furnished,preyas satved platinum,2,2.0,1.0,3732.0,0.44,23.0732586,72.6508299
flat,vaishnodevi circle,668.0,semi-furnished,kishor park,2,2.0,1.0,8683.0,0.58,23.136343132120857,72.54237623802707
flat,south bopal,1435.0,semi-furnished,ratnaakar verte,3,3.0,1.0,5714.0,0.82,23.02353855,72.47052697610516
flat,lambha,357.0,unfurnished,aroma aakruti status,1,1.0,1.0,3362.0,0.12,22.9317728,72.5749418
flat,naroda,1134.0,semi-furnished,r d sai sharnam and sai platinum,2,2.0,1.0,3704.0,0.42,23.0732586,72.6508299
flat,ambawadi,945.0,furnished,,2,2.0,1.0,5291.0,0.5,23.0226117,72.5490834
flat,tragad,1400.0,furnished,,2,2.0,1.0,3786.0,0.53,23.1283467,72.558657
flat,naroda,1200.0,furnished,hiloni 444,2,2.0,1.0,3750.0,0.45,23.0732586,72.6508299
flat,new ranip,1260.0,unfurnished,home town,2,2.0,2.0,5556.0,0.7,23.092529,72.561323
flat,ghuma,990.0,furnished,,2,2.0,3.0,4545.0,0.45,23.0295113,72.4506006
flat,akruti township,1044.0,furnished,samruddhi residency,2,2.0,2.0,2395.0,0.25,22.957799817469454,72.59980740658236
flat,ghuma,1700.0,unfurnished,saanvi nirman stellar,3,3.0,1.0,4176.0,0.71,23.0295113,72.4506006
flat,thaltej shilaj road,2845.0,furnished,,4,4.0,1.0,12830.0,3.65,23.05261461922038,72.48171560438053
flat,shela,2598.0,unfurnished,,3,3.0,1.0,6543.0,1.7,23.0108213,72.44271186959236
flat,gota,1197.0,furnished,,2,2.0,1.0,4428.0,0.53,23.1010002,72.5408363
flat,lambha,963.0,furnished,sundarm flora,2,2.0,1.0,2804.0,0.27,22.9317728,72.5749418
flat,vasna,1576.0,semi-furnished,rajvi aashirvad sky,3,2.0,1.0,6346.0,1.0,23.0020055,72.5472413
flat,shantigram,3071.0,unfurnished,skyline,4,4.0,1.0,5764.0,1.77,23.16040095,72.542511078472
flat,zundal,1974.0,unfurnished,florence 242,3,3.0,1.0,3444.0,0.68,23.13683247097441,72.58325451559396
flat,shahibag,1457.0,unfurnished,sankalp eternity,3,3.0,1.0,6108.0,0.89,23.05750541321643,72.59468425050397
flat,ghuma,1485.0,semi-furnished,harsh evoq,3,3.0,1.0,5387.0,0.8,23.0295113,72.4506006
flat,kankaria,1000.0,semi-furnished,,2,2.0,2.0,4000.0,0.4,23.0017632,72.5940885
flat,ranip,1206.0,unfurnished,sarvopari elegance,2,2.0,2.0,4313.0,0.52,23.0766234,72.5764197
flat,shilaj,1698.0,furnished,shafalya renown,3,3.0,1.0,5889.0,1.0,23.0544372,72.4720756
flat,sarkhej gandhinagar highway,1100.0,unfurnished,godrej garden city carmel tower,2,2.0,1.0,5000.0,0.55,23.054317424033545,72.51923073752492
flat,sughad,945.0,furnished,parshwanath atlantis park,2,2.0,1.0,4233.0,0.4,23.12088209671165,72.63156171985149
flat,tragad,1224.0,unfurnished,basil skyline,2,2.0,1.0,4657.0,0.57,23.1283467,72.558657
flat,chandlodiya,1350.0,semi-furnished,aditi emperia,3,2.0,3.0,5481.0,0.74,23.0751633,72.5440359
flat,kathwada,1350.0,unfurnished,,3,2.0,1.0,3333.0,0.45,23.03291725,72.68306226125398
flat,vatva,585.0,unfurnished,om shanti gold plus,3,2.0,2.0,5299.0,0.31,22.9589978,72.6297981
flat,shilaj,1224.0,unfurnished,silver brook,2,2.0,1.0,5719.0,0.7,23.0544372,72.4720756
flat,bopal,1760.0,unfurnished,,3,3.0,1.0,6080.0,1.07,23.02353855,72.47052697610516
flat,amraiwadi,600.0,unfurnished,,2,1.0,1.0,2833.0,0.17,23.0057574,72.6269822
flat,gota,1770.0,unfurnished,shilp residency,3,3.0,1.0,8475.0,1.5,23.1010002,72.5408363
flat,sardar patel ring road,86.0,furnished,adira royal rejoice 2,1,1.0,1.0,26744.0,0.23,22.96754445,72.66035875
flat,vastral,630.0,unfurnished,,1,1.0,1.0,4444.0,0.28,22.9948656,72.6624431
flat,vejalpur,950.0,furnished,,2,2.0,1.0,5474.0,0.52,23.0069372,72.5208415
flat,ghodasar,900.0,unfurnished,,2,1.0,2.0,4444.0,0.4,22.99124285,72.61642315668566
flat,shilaj,6300.0,semi-furnished,,6,6.0,2.0,6587.0,4.15,23.0544372,72.4720756
flat,gidc naroda,800.0,unfurnished,aatrey elegance,2,2.0,3.0,4000.0,0.32,23.09085615,72.67180844616625
flat,vatva,495.0,furnished,satej homes,2,2.0,1.0,4040.0,0.2,22.9589978,72.6297981
flat,tragad,1485.0,unfurnished,elite mercury,3,2.0,1.0,4579.0,0.68,23.1283467,72.558657
flat,memnagar,2250.0,unfurnished,,4,3.0,1.0,6222.0,1.4,23.0516973,72.535169
flat,bodakdev,2790.0,furnished,,4,4.0,3.0,8961.0,2.5,23.0445921,72.517344
flat,shilaj,1134.0,semi-furnished,panchmukhi pride,2,2.0,2.0,4850.0,0.55,23.0544372,72.4720756
flat,science city,2475.0,unfurnished,serenity lavish,3,3.0,1.0,5455.0,1.35,23.077854,72.49479798780331
flat,shilaj,1351.0,unfurnished,kaveri kadamb,3,2.0,1.0,3552.0,0.48,23.0544372,72.4720756
flat,science city,1287.0,furnished,shree ugati swara platinum,2,2.0,2.0,6915.0,0.89,23.077854,72.49479798780331
flat,south bopal,1478.0,unfurnished,shypram,3,3.0,1.0,3450.0,0.51,23.02353855,72.47052697610516
flat,drive in road,1440.0,semi-furnished,,3,3.0,2.0,5000.0,0.72,23.043209353033056,72.54824227938613
flat,vastral,1224.0,unfurnished,shubh jivan,2,2.0,1.0,3922.0,0.48,22.9948656,72.6624431
flat,bodakdev,2340.0,furnished,,3,3.0,1.0,3932.0,0.92,23.0445921,72.517344
flat,nava vadaj,600.0,furnished,rajvi rivera,2,2.0,1.0,0.0,0.63,23.0682238,72.5640995
flat,naranpura,1260.0,furnished,,3,3.0,2.0,7143.0,0.9,23.0567133,72.5508575
flat,vatva,140.0,unfurnished,viaan residency,2,2.0,1.0,31429.0,0.44,22.9589978,72.6297981
flat,maninagar,550.0,unfurnished,,1,1.0,1.0,2909.0,0.16,22.9986596,72.6114013
flat,krishna nagar,400.0,unfurnished,,1,1.0,1.0,3000.0,0.12,23.086883481113247,72.54541698568184
flat,nikol,712.0,unfurnished,,1,1.0,1.0,3090.0,0.22,23.0589329,72.6718736720388
flat,narolgam,936.0,semi-furnished,mangalmurti residency,2,2.0,1.0,2778.0,0.26,22.961952739461708,72.58467437700327
flat,bopal,2956.0,unfurnished,rajyash regius,4,4.0,3.0,4500.0,1.33,23.02353855,72.47052697610516
flat,chandlodiya,969.0,semi-furnished,,1,2.0,1.0,3613.0,0.35,23.0751633,72.5440359
flat,sughad,1179.0,unfurnished,parshwanath atlantis park,2,2.0,1.0,4241.0,0.5,23.12088209671165,72.63156171985149
flat,science city,2043.0,furnished,,3,3.0,1.0,8321.0,1.7,23.077854,72.49479798780331
flat,prahlad nagar,1864.0,unfurnished,,3,3.0,2.0,12071.0,2.25,22.999936851111823,72.50501110255662
flat,chandlodiya,1881.0,furnished,maruti elite one 13,3,3.0,2.0,5848.0,1.1,23.0751633,72.5440359
flat,tragad,1111.0,unfurnished,gajanan dev residency,2,2.0,1.0,3690.0,0.41,23.1283467,72.558657
flat,vastral,1062.0,semi-furnished,abaj paradise,2,2.0,1.0,3296.0,0.35,22.9948656,72.6624431
flat,gota,1171.0,furnished,krishna heights,2,2.0,1.0,5805.0,0.68,23.1010002,72.5408363
flat,vaishnodevi circle,1485.0,unfurnished,dev parijat,3,3.0,1.0,3569.0,0.53,23.136343132120857,72.54237623802707
flat,nigam nagar,3600.0,furnished,saral sky suites,4,4.0,1.0,6944.0,2.5,23.11584737446477,72.59605814581023
flat,sola,2475.0,unfurnished,serenity lavish,3,3.0,1.0,5455.0,1.35,23.069237,72.5111307
flat,science city,2475.0,unfurnished,serenity lavish,3,3.0,1.0,5455.0,1.35,23.077854,72.49479798780331
flat,science city,2457.0,unfurnished,serenity lavish,3,3.0,1.0,4722.0,1.16,23.077854,72.49479798780331
flat,south bopal,1485.0,unfurnished,shypram,3,3.0,1.0,3434.0,0.51,23.02353855,72.47052697610516
flat,shilaj,1530.0,unfurnished,kaveri soham,3,3.0,1.0,3856.0,0.59,23.0544372,72.4720756
flat,vejalpur,950.0,semi-furnished,venus parkheights,2,2.0,1.0,6105.0,0.58,23.0069372,72.5208415
flat,zundal,1404.0,unfurnished,imperia vista,2,2.0,1.0,3917.0,0.55,23.13683247097441,72.58325451559396
flat,satellite,1170.0,unfurnished,sharnam,2,2.0,1.0,5128.0,0.6,23.027602360651706,72.52116979489662
flat,vaishnodevi circle,1170.0,unfurnished,kishor park,2,2.0,1.0,3590.0,0.42,23.136343132120857,72.54237623802707
flat,zundal,1548.0,semi-furnished,vivaan eminence,3,3.0,1.0,4522.0,0.7,23.13683247097441,72.58325451559396
flat,tragad,1170.0,semi-furnished,samanvay skyview,2,2.0,1.0,4786.0,0.56,23.1283467,72.558657
flat,chandkheda,1710.0,unfurnished,palm glory iii,3,3.0,1.0,3684.0,0.63,23.1100643,72.5811205
flat,bopal,1200.0,furnished,,2,2.0,1.0,5000.0,0.6,23.02353855,72.47052697610516
flat,bopal,1448.0,furnished,,3,3.0,1.0,6285.0,0.91,23.02353855,72.47052697610516
flat,vastral,45.0,semi-furnished,naiya apartments,1,1.0,1.0,0.0,0.08,22.9948656,72.6624431
flat,sabarmati,1152.0,furnished,,2,2.0,2.0,8247.0,0.95,23.0770712,72.5890677
flat,vinzol,1062.0,semi-furnished,vandematram empire,2,2.0,2.0,3296.0,0.35,22.950192635751243,72.64612995045096
flat,naranpura,900.0,furnished,anupama flat,2,2.0,1.0,7222.0,0.65,23.0567133,72.5508575
flat,chandkheda,1735.0,furnished,orchard godrej garden city,3,3.0,2.0,6340.0,1.1,23.1100643,72.5811205
flat,vastral,1161.0,semi-furnished,,2,2.0,1.0,3618.0,0.42,22.9948656,72.6624431
flat,sardarnagar,1530.0,semi-furnished,sukan river view,3,2.0,2.0,5556.0,0.85,23.0835832,72.6248611
flat,vastral,1098.0,furnished,vrundavan vatika,2,2.0,3.0,3825.0,0.42,22.9948656,72.6624431
flat,jodhpur,945.0,furnished,sadashiv,2,2.0,1.0,5079.0,0.48,23.0169268,72.5204317
flat,south bopal,1435.0,furnished,aarohi elysium,3,3.0,1.0,5923.0,0.85,23.02353855,72.47052697610516
flat,hathijan,1665.0,unfurnished,india colony,3,2.0,1.0,2102.0,0.35,22.9411139,72.6674473
flat,gota,485.0,unfurnished,,2,1.0,1.0,4124.0,0.2,23.1010002,72.5408363
flat,gota,2163.0,unfurnished,olive greens,3,3.0,1.0,6472.0,1.4,23.1010002,72.5408363
flat,vatva,927.0,semi-furnished,narayan crystal,2,2.0,5.0,2697.0,0.25,22.9589978,72.6297981
flat,sabarmati,1800.0,unfurnished,,3,3.0,1.0,4167.0,0.75,23.0770712,72.5890677
flat,narolgam,1035.0,unfurnished,dharmadev swaminarayan park 1,2,2.0,1.0,0.0,0.5,22.961952739461708,72.58467437700327
flat,paldi,2205.0,unfurnished,akshar tirth paldi,3,3.0,2.0,6122.0,1.35,23.0145531,72.5635432
flat,bopal shilaj road,1125.0,unfurnished,,2,2.0,2.0,4267.0,0.48,23.0338764,72.4777442466312
flat,sardar patel ring road,646.0,furnished,satyesh residency,1,1.0,1.0,6192.0,0.4,22.96754445,72.66035875
flat,ram nagar sabarmati,750.0,furnished,,1,1.0,1.0,4267.0,0.32,23.0836935162549,72.58587492275113
flat,sarkhej,1260.0,unfurnished,,2,3.0,2.0,5000.0,0.63,22.983483,72.5007203
flat,ghodasar,945.0,semi-furnished,avalon courtyard,2,2.0,1.0,5291.0,0.5,22.99124285,72.61642315668566
flat,chandkheda,1062.0,semi-furnished,navkar kala dham,2,2.0,1.0,4802.0,0.51,23.1100643,72.5811205
flat,ambli road,1850.0,semi-furnished,sun sky park,3,3.0,1.0,6757.0,1.25,23.0535306,72.4934085
flat,ghatlodiya,648.0,furnished,vaidehi shri hari arjun,1,1.0,1.0,6173.0,0.4,23.075569,72.549728
flat,ioc road,1160.0,semi-furnished,,3,3.0,2.0,5690.0,0.66,23.11179726315545,72.5730457515188
flat,motera,1440.0,furnished,savvy solaris,3,3.0,1.0,6250.0,0.9,23.0917717,72.59733447335586
flat,jain nagar paldi,2500.0,furnished,,5,4.0,1.0,7200.0,1.8,23.01371999359582,72.55588536055254
flat,usmanpura,1728.0,unfurnished,panchshil breeze,3,1.0,1.0,5093.0,0.88,23.0494863,72.5672615
flat,north bopal,1650.0,semi-furnished,,2,2.0,3.0,2848.0,0.47,23.03412455440988,72.47104686685971
flat,satellite,1500.0,furnished,akshar jyot,2,2.0,1.0,6333.0,0.95,23.027602360651706,72.52116979489662
flat,chandkheda,2045.0,unfurnished,shiv sadhna skywalk manglaam,3,3.0,1.0,4449.0,0.91,23.1100643,72.5811205
flat,ghodasar,574.0,unfurnished,omshantinagar 2,1,1.0,1.0,2091.0,0.12,22.99124285,72.61642315668566
flat,chandlodiya,1282.0,furnished,shree darshan apartment,2,2.0,3.0,4524.0,0.58,23.0751633,72.5440359
flat,sarkhej gandhinagar highway,530.0,unfurnished,godrej vananta,2,2.0,1.0,5095.0,0.27,23.054317424033545,72.51923073752492
flat,narolgam,1035.0,unfurnished,laxmi aashiyana,2,2.0,1.0,0.0,0.3,22.961952739461708,72.58467437700327
flat,vaishnodevi circle,1200.0,unfurnished,aster,2,2.0,2.0,6250.0,0.75,23.136343132120857,72.54237623802707
flat,chandlodiya,1197.0,semi-furnished,astha antram,2,2.0,2.0,4762.0,0.57,23.0751633,72.5440359
flat,chandkheda,1233.0,unfurnished,panch shlok residency,2,2.0,1.0,3650.0,0.45,23.1100643,72.5811205
flat,dholera,4500.0,unfurnished,bliss homes,4,4.0,4.0,4778.0,2.15,22.2495856,72.1959892
flat,nikol,702.0,semi-furnished,bhojaldham residency,1,1.0,1.0,3419.0,0.24,23.0589329,72.6718736720388
flat,asarwa,1500.0,furnished,jay mangal residency,2,2.0,1.0,6533.0,0.98,23.0472488,72.6088046
flat,naroda,990.0,semi-furnished,project swaminarayan park,2,2.0,1.0,2727.0,0.27,23.0732586,72.6508299
flat,new maninagar,1960.0,furnished,karnavati skylane,3,3.0,2.0,0.0,0.85,22.9840389555361,72.64465017150224
flat,vaishnodevi circle,1485.0,unfurnished,dev parijat,3,3.0,1.0,3636.0,0.54,23.136343132120857,72.54237623802707
flat,vaishnodevi circle,1495.0,unfurnished,dev parijat,3,3.0,1.0,3611.0,0.54,23.136343132120857,72.54237623802707
flat,shela,1000.0,unfurnished,krupal bachpan,2,2.0,1.0,4700.0,0.47,23.0108213,72.44271186959236
flat,shela,1170.0,semi-furnished,krupal bachpan,2,2.0,1.0,3932.0,0.46,23.0108213,72.44271186959236
flat,shela,1183.0,unfurnished,krupal bachpan,2,2.0,1.0,3803.0,0.45,23.0108213,72.44271186959236
flat,south bopal,1485.0,furnished,serenity sky,3,3.0,1.0,5387.0,0.8,23.02353855,72.47052697610516
flat,south bopal,1330.0,furnished,sun south park,3,3.0,1.0,6391.0,0.85,23.02353855,72.47052697610516
flat,shela,1212.0,unfurnished,samay shine,2,2.0,1.0,3300.0,0.4,23.0108213,72.44271186959236
flat,shela,1212.0,unfurnished,samay shine,2,2.0,1.0,3300.0,0.4,23.0108213,72.44271186959236
flat,shela,1212.0,unfurnished,samay shine,2,2.0,1.0,3300.0,0.4,23.0108213,72.44271186959236
flat,shela,1212.0,unfurnished,samay shine,2,2.0,1.0,3300.0,0.4,23.0108213,72.44271186959236
flat,chandkheda,1818.0,unfurnished,palm glory iii,3,3.0,1.0,3850.0,0.7,23.1100643,72.5811205
flat,chandkheda,1836.0,unfurnished,palm glory iii,3,3.0,1.0,3486.0,0.64,23.1100643,72.5811205
flat,thaltej,3436.0,unfurnished,aman,4,5.0,1.0,5850.0,2.01,23.0485393,72.511742
flat,thaltej,3466.0,unfurnished,aman,4,5.0,1.0,5800.0,2.01,23.0485393,72.511742
flat,thaltej,3434.0,unfurnished,aman,4,4.0,1.0,5650.0,1.94,23.0485393,72.511742
flat,shilaj,1365.0,unfurnished,kaveri kadamb,3,3.0,1.0,3444.0,0.47,23.0544372,72.4720756
flat,shilaj,1531.0,unfurnished,kaveri soham,3,3.0,1.0,3918.0,0.6,23.0544372,72.4720756
flat,south bopal,1485.0,unfurnished,shypram,3,3.0,1.0,3570.0,0.53,23.02353855,72.47052697610516
flat,south bopal,1485.0,unfurnished,shypram,3,3.0,1.0,3434.0,0.51,23.02353855,72.47052697610516
flat,shilaj,1351.0,unfurnished,kaveri kadamb,3,3.0,1.0,3552.0,0.48,23.0544372,72.4720756
flat,shilaj,1531.0,unfurnished,kaveri soham,3,3.0,1.0,3918.0,0.6,23.0544372,72.4720756
flat,shilaj,1531.0,unfurnished,kaveri soham,3,3.0,1.0,3918.0,0.6,23.0544372,72.4720756
flat,shilaj,1530.0,unfurnished,kaveri soham,3,3.0,1.0,3791.0,0.58,23.0544372,72.4720756
flat,thaltej,1526.0,unfurnished,shakti 140,3,3.0,2.0,0.0,0.95,23.0485393,72.511742
flat,ambli,3840.0,unfurnished,parshwa luxuria,4,4.0,1.0,7500.0,2.88,23.02871785,72.48164295008098
flat,ambli,3840.0,unfurnished,parshwa luxuria,4,4.0,1.0,7500.0,2.88,23.02871785,72.48164295008098
flat,ambli,3850.0,unfurnished,parshwa luxuria,4,4.0,1.0,7481.0,2.88,23.02871785,72.48164295008098
flat,ambli,3850.0,unfurnished,parshwa luxuria,4,4.0,1.0,7481.0,2.88,23.02871785,72.48164295008098
flat,satellite,2088.0,unfurnished,ratnaakar halcyon,3,3.0,1.0,6274.0,1.31,23.027602360651706,72.52116979489662
flat,vaishnodevi circle,1557.0,unfurnished,the festival residency 2,3,3.0,1.0,3789.0,0.59,23.136343132120857,72.54237623802707
flat,satellite,2000.0,unfurnished,sanskar apartment,3,3.0,1.0,6750.0,1.35,23.027602360651706,72.52116979489662
flat,satellite,2000.0,semi-furnished,sanskar apartment,3,3.0,1.0,6500.0,1.3,23.027602360651706,72.52116979489662
flat,satellite,1350.0,unfurnished,sanskar apartment,2,2.0,1.0,6296.0,0.85,23.027602360651706,72.52116979489662
flat,ambli,5747.0,unfurnished,north one,4,6.0,1.0,7500.0,4.31,23.02871785,72.48164295008098
flat,ambli,5890.0,semi-furnished,north one,4,5.0,1.0,7250.0,4.27,23.02871785,72.48164295008098
flat,ambli,5821.0,unfurnished,north one,4,4.0,1.0,7250.0,4.22,23.02871785,72.48164295008098
flat,ambli,4095.0,unfurnished,north one,4,4.0,1.0,6716.0,2.75,23.02871785,72.48164295008098
flat,narol,1620.0,furnished,mangalmurti residency,3,2.0,3.0,2778.0,0.45,22.9483926,72.5977854
flat,changodar,297.0,unfurnished,nebula aavaas,1,1.0,1.0,0.0,0.22,22.9402206,72.4567127
flat,naroda,1188.0,furnished,murlidhar heights,2,2.0,3.0,4377.0,0.52,23.0732586,72.6508299
flat,chandkheda,1152.0,unfurnished,green aura,2,2.0,1.0,0.0,0.45,23.1100643,72.5811205
flat,changodar,60.0,unfurnished,kesar city,1,1.0,1.0,21667.0,0.13,22.9402206,72.4567127
flat,satellite,1260.0,unfurnished,sharnam,2,2.0,1.0,5159.0,0.65,23.027602360651706,72.52116979489662
flat,gota,1400.0,semi-furnished,nirman homes,3,3.0,1.0,4643.0,0.65,23.1010002,72.5408363
flat,motera,1315.0,furnished,radiance residency,2,2.0,1.0,6084.0,0.8,23.0917717,72.59733447335586
flat,nikol,1188.0,semi-furnished,kv satva shiv gold,2,2.0,2.0,4461.0,0.53,23.0589329,72.6718736720388
flat,vastral,1193.0,furnished,suryam elegance,2,2.0,1.0,4022.0,0.48,22.9948656,72.6624431
flat,ambawadi,2178.0,unfurnished,swara sapphire ambawadi,3,3.0,1.0,6657.0,1.45,23.0226117,72.5490834
flat,new mani nagar narolgam,1100.0,unfurnished,shalin heights 4,2,2.0,1.0,2455.0,0.27,22.95841662009768,72.59246586500637
flat,new maninagar,1215.0,unfurnished,,2,2.0,2.0,3457.0,0.42,22.9840389555361,72.64465017150224
flat,prahlad nagar,1050.0,furnished,satyadeep heights,2,2.0,1.0,7143.0,0.75,22.999936851111823,72.50501110255662
flat,vaishnodevi circle,1080.0,semi-furnished,adani the meadows,2,2.0,1.0,6852.0,0.74,23.136343132120857,72.54237623802707
flat,vaishnodevi circle,1134.0,unfurnished,kautilya 99,2,2.0,1.0,3704.0,0.42,23.136343132120857,72.54237623802707
flat,vaishnodevi circle,1138.0,unfurnished,kautilya 99,2,2.0,1.0,3515.0,0.4,23.136343132120857,72.54237623802707
flat,vaishnodevi circle,1121.0,unfurnished,kautilya 99,2,2.0,1.0,3748.0,0.42,23.136343132120857,72.54237623802707
flat,shela,1438.0,unfurnished,vishwanath maher homes 3,3,3.0,1.0,3200.0,0.46,23.0108213,72.44271186959236
flat,shela,1438.0,unfurnished,vishwanath maher homes 3,3,3.0,1.0,3200.0,0.46,23.0108213,72.44271186959236
flat,shela,1438.0,unfurnished,vishwanath maher homes 3,3,3.0,1.0,3199.0,0.46,23.0108213,72.44271186959236
flat,shela,1440.0,unfurnished,vishwanath maher homes 3,3,3.0,1.0,3195.0,0.46,23.0108213,72.44271186959236
flat,shela,1423.0,unfurnished,vishwanath maher homes 3,3,3.0,1.0,3163.0,0.45,23.0108213,72.44271186959236
flat,science city,2178.0,furnished,42 parkview,3,3.0,1.0,6428.0,1.4,23.077854,72.49479798780331
flat,science city,2142.0,unfurnished,42 parkview,3,3.0,1.0,6303.0,1.35,23.077854,72.49479798780331
flat,science city,2448.0,unfurnished,42 parkview,3,3.0,1.0,5351.0,1.31,23.077854,72.49479798780331
flat,science city,2140.0,unfurnished,42 parkview,3,3.0,1.0,5000.0,1.07,23.077854,72.49479798780331
flat,vaishnodevi circle,1480.0,unfurnished,dev parijat,3,3.0,1.0,3582.0,0.53,23.136343132120857,72.54237623802707
flat,chandkheda,1890.0,unfurnished,shyam saanvi,3,3.0,1.0,3439.0,0.65,23.1100643,72.5811205
flat,chandkheda,1890.0,unfurnished,shyam saanvi,3,3.0,1.0,3439.0,0.65,23.1100643,72.5811205
flat,south bopal,1500.0,unfurnished,shypram,3,3.0,1.0,3400.0,0.51,23.02353855,72.47052697610516
flat,south bopal,1469.0,unfurnished,shypram,3,3.0,1.0,3200.0,0.47,23.02353855,72.47052697610516
flat,naranpura,2110.0,unfurnished,surya kutir,3,3.0,1.0,6161.0,1.3,23.0567133,72.5508575
flat,naranpura,2025.0,unfurnished,surya kutir,3,3.0,1.0,6222.0,1.26,23.0567133,72.5508575
