property_type,place,area,furnishing_details,society,bedrooms,bathroom,balcony,price_per_sqft,price,latitude,longitude
flat,chandkheda,3078.0,unfurnished,rj pashmina,3,3.0,1.0,4548.0,1.4,23.1100643,72.5811205
flat,shela,3238.0,unfurnished,kavisha the portrait,4,4.0,1.0,4200.0,1.36,23.0108213,72.44271186959236
flat,gota,3445.0,unfurnished,super shaligram,4,4.0,1.0,5806.0,2.0,23.1010002,72.5408363
flat,chharodi,2550.0,unfurnished,ideal imbert,3,3.0,1.0,4746.0,1.21,23.0393458,72.2748933
flat,gota,3420.0,unfurnished,abhilasha,4,4.0,2.0,5146.0,1.76,23.1010002,72.5408363
flat,chandkheda,1845.0,unfurnished,eden parmeshwar,3,3.0,1.0,4228.0,0.78,23.1100643,72.5811205
flat,shela,2548.0,unfurnished,kavisha the portrait,3,3.0,1.0,4200.0,1.07,23.0108213,72.44271186959236
flat,jagatpur,1971.0,unfurnished,alexa,3,3.0,1.0,5733.0,1.13,23.09916113959176,72.5517012504195
flat,shela,4455.0,unfurnished,riviera majestica,4,3.0,2.0,5500.0,2.45,23.0108213,72.44271186959236
flat,shela,1035.0,unfurnished,kavisha the portrait,3,3.0,1.0,0.0,1.01,23.0108213,72.44271186959236
flat,godhavi,3900.0,unfurnished,turquoise grandeur,4,4.0,1.0,4641.0,1.81,23.0233196,72.4087089
flat,ambli,3222.0,unfurnished,ayaan,4,4.0,4.0,9250.0,2.98,23.02871785,72.48164295008098
flat,navrangpura,4057.0,unfurnished,athens,4,4.0,1.0,7000.0,2.84,23.0359998,72.5643429
flat,gota,5045.0,unfurnished,shilp residency,4,4.0,2.0,6541.0,3.3,23.1010002,72.5408363
flat,gota,2365.0,unfurnished,rajshree regalia,3,3.0,1.0,4778.0,1.13,23.1010002,72.5408363
flat,shilaj,3312.0,unfurnished,saayam,4,4.0,1.0,4650.0,1.54,23.0544372,72.4720756
flat,shilaj,1753.0,unfurnished,artiz arcelia,3,3.0,1.0,5190.0,0.91,23.0544372,72.4720756
flat,gota,2286.0,unfurnished,shantam parmeshwar,3,3.0,2.0,5249.0,1.2,23.1010002,72.5408363
flat,shela,2822.0,unfurnished,hr eliseo,4,4.0,2.0,4500.0,1.27,23.0108213,72.44271186959236
flat,shela,1750.0,unfurnished,sun skyview,3,3.0,1.0,4000.0,0.7,23.0108213,72.44271186959236
flat,navrangpura,3943.0,unfurnished,athens,4,4.0,1.0,7000.0,2.76,23.0359998,72.5643429
flat,shela,1750.0,unfurnished,sun skyview,3,3.0,1.0,4000.0,0.7,23.0108213,72.44271186959236
flat,sanathal,3555.0,unfurnished,green park,4,4.0,1.0,9423.0,3.35,22.9645191,72.4704112
flat,shela,1035.0,unfurnished,kavisha the portrait,3,3.0,1.0,0.0,1.01,23.0108213,72.44271186959236
flat,gota,2042.0,unfurnished,shilp residency,3,3.0,1.0,5338.0,1.09,23.1010002,72.5408363
flat,shela,2822.0,unfurnished,hr eliseo,4,4.0,2.0,4500.0,1.27,23.0108213,72.44271186959236
flat,bodakdev,4500.0,unfurnished,times 104,4,5.0,2.0,9000.0,4.05,23.0445921,72.517344
flat,bodakdev,7452.0,unfurnished,venus pashmina,5,5.0,2.0,9997.0,7.45,23.0445921,72.517344
flat,shela,1035.0,unfurnished,kavisha the portrait,3,3.0,1.0,0.0,1.01,23.0108213,72.44271186959236
flat,iscon ambli road,16400.0,unfurnished,the bellagio,6,6.0,3.0,10500.0,17.22,23.0281431589799,72.48584513298198
flat,daskroi,1795.0,unfurnished,eklingji satvam,3,3.0,1.0,5460.0,0.98,22.95382345,72.75027555946319
flat,chharodi,5967.0,unfurnished,tremont adleap,5,5.0,2.0,4609.0,2.75,23.0393458,72.2748933
flat,shela,1729.0,unfurnished,elenza gradient,3,3.0,1.0,3990.0,0.69,23.0108213,72.44271186959236
flat,shilaj,3312.0,unfurnished,saayam,4,4.0,1.0,4650.0,1.54,23.0544372,72.4720756
flat,shela,3238.0,unfurnished,kavisha the portrait,4,4.0,1.0,4200.0,1.36,23.0108213,72.44271186959236
flat,vaishnodevi circle,1075.0,unfurnished,north enclave,2,2.0,1.0,5674.0,0.61,23.136343132120857,72.54237623802707
flat,koteshwar,4182.0,unfurnished,polaris callisto,4,4.0,1.0,5261.0,2.2,23.1031355,72.60213153396268
flat,ambli,8010.0,unfurnished,the kimana tower,5,6.0,3.0,9550.0,7.65,23.02871785,72.48164295008098
flat,ambli,6700.0,unfurnished,iscon vogue,5,6.0,1.0,9000.0,6.03,23.02871785,72.48164295008098
flat,gota,1296.0,unfurnished,elite green,2,2.0,1.0,4938.0,0.64,23.1010002,72.5408363
flat,ambli,3159.0,unfurnished,indraprasth shivanta,4,4.0,2.0,6110.0,1.93,23.02871785,72.48164295008098
flat,vaishnodevi circle,2341.0,unfurnished,ganesh legacy,3,3.0,1.0,4400.0,1.03,23.136343132120857,72.54237623802707
flat,ambli,8011.0,unfurnished,the kimana tower,5,6.0,3.0,9200.0,7.37,23.02871785,72.48164295008098
flat,chandlodiya,1120.0,unfurnished,aarambh vistara,2,2.0,1.0,3750.0,0.42,23.0751633,72.5440359
flat,paldi,1890.0,furnished,,3,3.0,2.0,6878.0,1.3,23.0145531,72.5635432
flat,science city,3770.0,unfurnished,,4,4.0,1.0,6074.0,2.29,23.077854,72.49479798780331
flat,sindhu bhavan marg,1761.0,unfurnished,,3,4.0,1.0,4600.0,0.81,23.04136287523569,72.49591398035237
flat,science city,3546.0,unfurnished,,4,4.0,1.0,5753.0,2.04,23.077854,72.49479798780331
flat,gota,2313.0,unfurnished,satatya syril,3,3.0,1.0,6917.0,1.6,23.1010002,72.5408363
flat,vaishnodevi circle,2335.0,unfurnished,green view,3,3.0,1.0,6638.0,1.55,23.136343132120857,72.54237623802707
flat,jagatpur,1800.0,unfurnished,the green parmeshwar,3,3.0,2.0,4167.0,0.75,23.09916113959176,72.5517012504195
flat,vaishnodevi circle,1205.0,unfurnished,adani aster,2,2.0,1.0,5145.0,0.62,23.136343132120857,72.54237623802707
flat,ghatlodiya,2916.0,unfurnished,aadhya arambh residential,4,4.0,1.0,5350.0,1.56,23.075569,72.549728
flat,bopal,2960.0,unfurnished,rajyash regius,4,4.0,1.0,6216.0,1.84,23.02353855,72.47052697610516
flat,jagatpur,1423.0,unfurnished,blue bell,2,2.0,1.0,4778.0,0.68,23.09916113959176,72.5517012504195
flat,shela,3289.0,unfurnished,the canvas,4,4.0,1.0,4500.0,1.48,23.0108213,72.44271186959236
flat,science city,1314.0,furnished,,2,2.0,1.0,6469.0,0.85,23.077854,72.49479798780331
flat,ognaj,1665.0,unfurnished,nb upavan,3,3.0,1.0,4204.0,0.7,23.1177924,72.5136803
flat,ambli,4651.0,unfurnished,oeuvre 3,4,4.0,1.0,7525.0,3.5,23.02871785,72.48164295008098
flat,shela,1510.0,unfurnished,shilp revanta,3,3.0,1.0,4635.0,0.7,23.0108213,72.44271186959236
flat,gota,1215.0,furnished,shripad residency,2,2.0,1.0,5103.0,0.62,23.1010002,72.5408363
flat,vaishnodevi circle,1850.0,unfurnished,shaligram lakeview,3,3.0,2.0,4865.0,0.9,23.136343132120857,72.54237623802707
flat,vaishnodevi circle,1836.0,unfurnished,aristo anandam,3,3.0,1.0,4956.0,0.91,23.136343132120857,72.54237623802707
flat,jagatpur,2135.0,unfurnished,blue bell,3,3.0,1.0,4778.0,1.02,23.09916113959176,72.5517012504195
flat,zundal,1835.0,unfurnished,vivaan ixora,3,3.0,1.0,3651.0,0.67,23.13683247097441,72.58325451559396
flat,shela,3775.0,unfurnished,,4,4.0,1.0,4026.0,1.52,23.0108213,72.44271186959236
flat,naranpura,3164.0,unfurnished,indraprasth saptak,4,4.0,1.0,5689.0,1.8,23.0567133,72.5508575
flat,jagatpur,1800.0,unfurnished,dharti skyline,3,3.0,1.0,4667.0,0.84,23.09916113959176,72.5517012504195
flat,sabarmati,2221.0,unfurnished,,3,3.0,1.0,6258.0,1.39,23.0770712,72.5890677
flat,zundal,1890.0,unfurnished,,3,3.0,1.0,3810.0,0.72,23.13683247097441,72.58325451559396
flat,vaishnodevi circle,3410.0,unfurnished,,4,4.0,2.0,5250.0,1.79,23.136343132120857,72.54237623802707
flat,iscon ambli road,4384.0,semi-furnished,seventy,4,5.0,1.0,11177.0,4.9,23.0281431589799,72.48584513298198
flat,gota,1789.0,unfurnished,festival o2,3,3.0,3.0,4806.0,0.86,23.1010002,72.5408363
flat,prahlad nagar,2100.0,unfurnished,shyam residency,3,3.0,1.0,7143.0,1.5,22.999936851111823,72.50501110255662
flat,gota,1755.0,unfurnished,shayona green,3,3.0,3.0,4843.0,0.85,23.1010002,72.5408363
flat,sola,2812.0,unfurnished,,3,3.0,1.0,4800.0,1.35,23.069237,72.5111307
flat,gota,3300.0,unfurnished,,4,4.0,1.0,6000.0,1.98,23.1010002,72.5408363
flat,zundal,1566.0,semi-furnished,kadamb greens,3,3.0,1.0,3831.0,0.6,23.13683247097441,72.58325451559396
flat,bodakdev,3240.0,furnished,,4,4.0,2.0,10031.0,3.25,23.0445921,72.517344
flat,shela,1350.0,unfurnished,indraprasth ixora,2,2.0,1.0,3630.0,0.49,23.0108213,72.44271186959236
flat,sanathal,2395.0,unfurnished,orchid gold,3,3.0,1.0,5720.0,1.37,22.9645191,72.4704112
flat,gota,2360.0,unfurnished,shilp residency,3,3.0,1.0,5000.0,1.18,23.1010002,72.5408363
flat,shilaj,4000.0,unfurnished,saiyamm apricus 2,4,4.0,1.0,7425.0,2.97,23.0544372,72.4720756
flat,south bopal,1700.0,unfurnished,,3,3.0,1.0,4529.0,0.77,23.02353855,72.47052697610516
flat,bodakdev,3300.0,unfurnished,anamika high point,4,4.0,1.0,8485.0,2.8,23.0445921,72.517344
flat,ambli,8743.0,unfurnished,royce one,6,8.0,2.0,9550.0,8.35,23.02871785,72.48164295008098
flat,shela,3260.0,unfurnished,kavisha the portrait,4,4.0,1.0,6472.0,2.11,23.0108213,72.44271186959236
flat,shantipura,2333.0,unfurnished,swati premier,3,3.0,1.0,4500.0,1.05,22.987597,72.47144058390487
flat,sanathal,2378.0,unfurnished,orchid gold,3,3.0,1.0,4500.0,1.07,22.9645191,72.4704112
flat,south bopal,3288.0,unfurnished,the canvas,4,4.0,1.0,4501.0,1.48,23.02353855,72.47052697610516
flat,shela,4457.0,unfurnished,riviera springs,4,4.0,2.0,7000.0,3.12,23.0108213,72.44271186959236
flat,shela,1260.0,unfurnished,maher homes 5,2,2.0,1.0,4048.0,0.51,23.0108213,72.44271186959236
flat,makarba,2398.0,unfurnished,riviera prestige,3,3.0,1.0,5213.0,1.25,22.996342,72.5043085
flat,shela,1700.0,unfurnished,turquoise greenz,3,3.0,1.0,4765.0,0.81,23.0108213,72.44271186959236
flat,bodakdev,4494.0,unfurnished,times 104,4,4.0,1.0,8500.0,3.82,23.0445921,72.517344
flat,chharodi,3857.0,unfurnished,sundarban,4,4.0,1.0,5989.0,2.31,23.0393458,72.2748933
flat,bopal,1750.0,unfurnished,,3,3.0,1.0,4000.0,0.7,23.02353855,72.47052697610516
flat,shela,2824.0,unfurnished,hr eliseo,4,4.0,1.0,4250.0,1.2,23.0108213,72.44271186959236
flat,shela,2731.0,unfurnished,riviera aspire,3,3.0,1.0,5200.0,1.42,23.0108213,72.44271186959236
flat,nikol,4387.0,unfurnished,,4,3.0,1.0,3556.0,1.56,23.0589329,72.6718736720388
flat,bodakdev,5161.0,unfurnished,skyros,4,5.0,1.0,8700.0,4.49,23.0445921,72.517344
flat,bopal,4604.0,unfurnished,,5,5.0,3.0,5300.0,2.44,23.02353855,72.47052697610516
flat,north bopal,1756.0,unfurnished,siddhivinayak prospera,3,3.0,1.0,4100.0,0.72,23.03412455440988,72.47104686685971
flat,vaishnodevi circle,1850.0,unfurnished,,3,3.0,1.0,3783.0,0.7,23.136343132120857,72.54237623802707
flat,shela,1760.0,unfurnished,sacred shivansh,3,3.0,1.0,3920.0,0.69,23.0108213,72.44271186959236
flat,shilaj,1750.0,unfurnished,sharanya altura,3,3.0,1.0,4800.0,0.84,23.0544372,72.4720756
flat,gota,4036.0,unfurnished,aanira one,4,3.0,2.0,5500.0,2.22,23.1010002,72.5408363
flat,zundal,1550.0,unfurnished,capstone zuri,3,3.0,1.0,5419.0,0.84,23.13683247097441,72.58325451559396
flat,bodakdev,4000.0,unfurnished,anamika high point,4,4.0,1.0,6825.0,2.73,23.0445921,72.517344
flat,sanand,2200.0,unfurnished,the canvas,3,3.0,1.0,3500.0,0.77,23.0238876,72.3851475
flat,ambli,3170.0,unfurnished,indraprasth shivanta,4,3.0,1.0,7886.0,2.5,23.02871785,72.48164295008098
flat,tragad,2045.0,unfurnished,,3,3.0,1.0,4889.0,1.0,23.1283467,72.558657
flat,tragad,1854.0,unfurnished,,3,3.0,1.0,3722.0,0.69,23.1283467,72.558657
flat,tragad,1846.0,unfurnished,,3,3.0,2.0,3467.0,0.64,23.1283467,72.558657
flat,thaltej,3480.0,unfurnished,eminence 96,4,4.0,1.0,7500.0,2.61,23.0485393,72.511742
flat,shela,2778.0,unfurnished,riviera aspire,3,3.0,1.0,6120.0,1.7,23.0108213,72.44271186959236
flat,naranpura,2371.0,unfurnished,rajvi opal,4,4.0,1.0,6030.0,1.43,23.0567133,72.5508575
flat,zundal,1826.0,unfurnished,vivaan ixora,3,3.0,1.0,3560.0,0.65,23.13683247097441,72.58325451559396
flat,sola,5500.0,unfurnished,akshat hazel,4,5.0,1.0,6455.0,3.55,23.069237,72.5111307
flat,hebatpur,2475.0,unfurnished,anantara abode,3,3.0,1.0,6747.0,1.67,22.1398631,72.1004929
flat,bopal,1690.0,unfurnished,,3,3.0,1.0,4200.0,0.71,23.02353855,72.47052697610516
flat,south bopal,1525.0,unfurnished,zaveri greens,3,3.0,1.0,4000.0,0.61,23.02353855,72.47052697610516
flat,godhavi,2200.0,unfurnished,,3,3.0,1.0,4500.0,0.99,23.0233196,72.4087089
flat,shela,1498.0,unfurnished,shivalik sharda park view 2,3,3.0,1.0,4338.0,0.65,23.0108213,72.44271186959236
flat,science city,3843.0,unfurnished,harmony harikesh,4,4.0,1.0,6531.0,2.51,23.077854,72.49479798780331
flat,shilaj,1750.0,unfurnished,sharanya altura,3,3.0,1.0,4800.0,0.84,23.0544372,72.4720756
flat,vaishnodevi circle,3220.0,unfurnished,panache,4,4.0,2.0,4783.0,1.54,23.136343132120857,72.54237623802707
flat,thaltej,6013.0,unfurnished,the sovereign,4,5.0,1.0,7185.0,4.32,23.0485393,72.511742
flat,shela,1700.0,unfurnished,elenza greenfield,3,3.0,1.0,4000.0,0.68,23.0108213,72.44271186959236
flat,chharodi,2370.0,unfurnished,ideal imbert,3,3.0,1.0,4600.0,1.09,23.0393458,72.2748933
flat,shilaj,2800.0,unfurnished,,3,3.0,1.0,6250.0,1.75,23.0544372,72.4720756
flat,shela,3291.0,unfurnished,riviera aspire,4,4.0,1.0,5804.0,1.91,23.0108213,72.44271186959236
flat,satellite,4893.0,unfurnished,,4,4.0,2.0,7500.0,3.67,23.027602360651706,72.52116979489662
flat,ambli,2400.0,unfurnished,indraprasth shivanta,3,3.0,1.0,6500.0,1.56,23.02871785,72.48164295008098
flat,shilaj,1750.0,unfurnished,ivory orchards,3,3.0,1.0,4800.0,0.84,23.0544372,72.4720756
flat,godhavi,3900.0,unfurnished,turquoise grandeur,4,4.0,1.0,4641.0,1.81,23.0233196,72.4087089
flat,ghuma,4545.0,unfurnished,,5,5.0,2.0,4400.0,2.0,23.0295113,72.4506006
flat,ghuma,1239.0,unfurnished,,2,2.0,1.0,3550.0,0.44,23.0295113,72.4506006
flat,naroda,5499.0,unfurnished,the royal revanta,5,5.0,4.0,4092.0,2.25,23.0732586,72.6508299
flat,ambli,5745.0,unfurnished,maruti 360,4,5.0,2.0,10600.0,6.09,23.02871785,72.48164295008098
flat,shela,1328.0,unfurnished,orchid valley,3,3.0,1.0,4366.0,0.58,23.0108213,72.44271186959236
flat,drive in road,6050.0,unfurnished,swati symphony,5,5.0,2.0,8000.0,4.84,23.043209353033056,72.54824227938613
flat,thaltej,3810.0,unfurnished,eminence 96,4,4.0,2.0,8215.0,3.13,23.0485393,72.511742
flat,satellite,3885.0,unfurnished,ratnaakar pristine,4,4.0,1.0,8366.0,3.25,23.027602360651706,72.52116979489662
flat,chharodi,2306.0,unfurnished,,3,3.0,1.0,4900.0,1.13,23.0393458,72.2748933
flat,shahibag,2685.0,unfurnished,safal flora,3,4.0,1.0,7263.0,1.95,23.05750541321643,72.59468425050397
flat,jagatpur,2498.0,unfurnished,adani archway,4,4.0,5.0,5325.0,1.33,23.09916113959176,72.5517012504195
flat,rajpath rangoli road,6450.0,unfurnished,times 40,5,6.0,2.0,9302.0,6.0,23.035257106331645,72.49443739569561
flat,shela,1250.0,unfurnished,maher homes 5,2,2.0,1.0,4000.0,0.5,23.0108213,72.44271186959236
flat,vaishnodevi circle,1480.0,unfurnished,amogha by adani realty,3,3.0,2.0,6757.0,1.0,23.136343132120857,72.54237623802707
flat,shilaj,1862.0,semi-furnished,,3,3.0,1.0,4834.0,0.9,23.0544372,72.4720756
flat,shantipura,3295.0,unfurnished,swati premier,4,4.0,2.0,4400.0,1.45,22.987597,72.47144058390487
flat,sanathal,2980.0,unfurnished,orchid gold,4,3.0,1.0,5000.0,1.49,22.9645191,72.4704112
flat,jagatpur,2142.0,unfurnished,blue bell,3,3.0,1.0,4715.0,1.01,23.09916113959176,72.5517012504195
flat,south bopal,1698.0,unfurnished,saanvi nirman stellar,3,3.0,1.0,4888.0,0.83,23.02353855,72.47052697610516
flat,ghuma,1707.0,unfurnished,saanvi nirman stellar,3,3.0,2.0,4100.0,0.7,23.0295113,72.4506006
flat,science city,3769.0,semi-furnished,anantara imperial,4,4.0,2.0,6500.0,2.45,23.077854,72.49479798780331
flat,shela,1701.0,unfurnished,elenza greenfield,3,3.0,1.0,4821.0,0.82,23.0108213,72.44271186959236
flat,ghuma,1200.0,unfurnished,sureel willows 1,3,2.0,1.0,4417.0,0.53,23.0295113,72.4506006
flat,ambli,4221.0,unfurnished,satyamev luxor,4,4.0,1.0,6800.0,2.87,23.02871785,72.48164295008098
flat,chandkheda,3878.0,unfurnished,,4,4.0,1.0,4667.0,1.81,23.1100643,72.5811205
flat,shilaj,4000.0,unfurnished,saiyamm apricus 2,4,4.0,1.0,6500.0,2.6,23.0544372,72.4720756
flat,bodakdev,5750.0,unfurnished,maruti 360,4,5.0,2.0,10000.0,5.75,23.0445921,72.517344
flat,gota,2253.0,unfurnished,,3,4.0,2.0,5548.0,1.25,23.1010002,72.5408363
flat,gota,1179.0,semi-furnished,vandematram city,2,2.0,1.0,0.0,0.5,23.1010002,72.5408363
flat,shela,5040.0,unfurnished,riviera majestica,5,6.0,1.0,6448.0,3.25,23.0108213,72.44271186959236
flat,south bopal,1750.0,unfurnished,swastik promont,3,3.0,2.0,4571.0,0.8,23.02353855,72.47052697610516
flat,south bopal,1622.0,unfurnished,shaligram prime,3,3.0,1.0,4500.0,0.73,23.02353855,72.47052697610516
flat,vaishnodevi circle,1951.0,unfurnished,embrace,3,3.0,1.0,6765.0,1.32,23.136343132120857,72.54237623802707
flat,vaishnodevi circle,1932.0,unfurnished,sarang lakeview,3,3.0,1.0,4556.0,0.88,23.136343132120857,72.54237623802707
flat,thaltej,3492.0,unfurnished,swati symphony,4,4.0,1.0,7188.0,2.51,23.0485393,72.511742
flat,maninagar,1200.0,semi-furnished,,2,2.0,1.0,5000.0,0.6,22.9986596,72.6114013
flat,sanand,646.0,semi-furnished,,1,1.0,1.0,3406.0,0.22,23.0238876,72.3851475
flat,gota,2465.0,unfurnished,samatva magnolia,3,3.0,1.0,4300.0,1.06,23.1010002,72.5408363
flat,jain nagar paldi,3570.0,unfurnished,,4,5.0,3.0,6667.0,2.38,23.01371999359582,72.55588536055254
flat,bopal,1794.0,unfurnished,,3,3.0,2.0,3400.0,0.61,23.02353855,72.47052697610516
flat,motera,4011.0,unfurnished,,4,4.0,2.0,5111.0,2.05,23.0917717,72.59733447335586
flat,jagatpur,2512.0,unfurnished,adani archway,4,4.0,1.0,5971.0,1.5,23.09916113959176,72.5517012504195
flat,shela,1730.0,unfurnished,,3,3.0,2.0,4855.0,0.84,23.0108213,72.44271186959236
flat,shela,1301.0,unfurnished,sp epitome,2,2.0,3.0,4075.0,0.53,23.0108213,72.44271186959236
flat,science city road,1314.0,furnished,,2,2.0,1.0,6469.0,0.85,23.079659718759768,72.5007926976485
flat,shela,1791.0,unfurnished,sheladia luxuria,3,3.0,1.0,4300.0,0.77,23.0108213,72.44271186959236
flat,satellite,4896.0,unfurnished,the verity,4,4.0,3.0,7700.0,3.77,23.027602360651706,72.52116979489662
flat,south bopal,1750.0,unfurnished,serene sparkles,3,3.0,1.0,5029.0,0.88,23.02353855,72.47052697610516
flat,naroda,806.0,unfurnished,,3,3.0,1.0,6948.0,0.56,23.0732586,72.6508299
flat,vatva,203.0,unfurnished,,1,1.0,1.0,3444.0,0.07,22.9589978,72.6297981
flat,shahibag,1750.0,unfurnished,aashray aurum,3,3.0,1.0,4743.0,0.83,23.05750541321643,72.59468425050397
flat,bodakdev,4252.0,unfurnished,oeuvre 2,4,4.0,1.0,9502.0,4.04,23.0445921,72.517344
flat,makarba,3611.0,unfurnished,riviera prestige,4,4.0,1.0,4597.0,1.66,22.996342,72.5043085
flat,sola,1314.0,furnished,aurum sky,2,2.0,1.0,6469.0,0.85,23.069237,72.5111307
flat,chandkheda,1181.0,unfurnished,,2,2.0,1.0,4487.0,0.53,23.1100643,72.5811205
flat,maninagar,1100.0,unfurnished,,2,2.0,1.0,6000.0,0.66,22.9986596,72.6114013
flat,bol,1756.0,unfurnished,dwarkesh vienza,3,3.0,1.0,4500.0,0.79,22.9900616,72.2630091
flat,memnagar,1250.0,furnished,,3,2.0,1.0,6400.0,0.8,23.0516973,72.535169
flat,naranpura,1305.0,unfurnished,,2,2.0,2.0,5977.0,0.78,23.0567133,72.5508575
flat,zundal,1800.0,unfurnished,shagun saral 207,3,3.0,1.0,4167.0,0.75,23.13683247097441,72.58325451559396
flat,shela,1725.0,unfurnished,elenza gradient,3,3.0,1.0,4754.0,0.82,23.0108213,72.44271186959236
flat,sughad,1000.0,unfurnished,parshwanath atlantis park,2,2.0,1.0,4200.0,0.42,23.12088209671165,72.63156171985149
flat,ioc road,990.0,unfurnished,,2,2.0,1.0,4646.0,0.46,23.11179726315545,72.5730457515188
flat,vaishnodevi circle,1800.0,furnished,,3,2.0,1.0,4889.0,0.88,23.136343132120857,72.54237623802707
flat,paldi,3958.0,unfurnished,,4,4.0,5.0,8010.0,3.17,23.0145531,72.5635432
flat,shela,2740.0,unfurnished,riviera aspire,3,3.0,1.0,6934.0,1.9,23.0108213,72.44271186959236
flat,sarkhej gandhinagar highway,3650.0,furnished,adani shantigram waterlily,4,5.0,2.0,9589.0,3.5,23.054317424033545,72.51923073752492
flat,new cg road,1215.0,semi-furnished,,2,2.0,2.0,4527.0,0.55,23.1089092,72.5952869
flat,amraiwadi,630.0,unfurnished,,1,1.0,1.0,3968.0,0.25,23.0057574,72.6269822
flat,maninagar,1080.0,unfurnished,,2,2.0,1.0,5093.0,0.55,22.9986596,72.6114013
flat,maninagar,1728.0,unfurnished,,3,3.0,1.0,5498.0,0.95,22.9986596,72.6114013
flat,chandlodiya,1180.0,furnished,,2,2.0,3.0,5508.0,0.65,23.0751633,72.5440359
flat,navrangpura,2277.0,furnished,,4,4.0,2.0,7686.0,1.75,23.0359998,72.5643429
flat,jivraj park,1650.0,furnished,,3,3.0,1.0,6364.0,1.05,23.0063315,72.536517
flat,gota,954.0,furnished,silvernest,2,2.0,2.0,5660.0,0.54,23.1010002,72.5408363
flat,iscon ambli road,2756.0,furnished,jaldeep vertex,4,4.0,1.0,9978.0,2.75,23.0281431589799,72.48584513298198
flat,shilaj,3727.0,semi-furnished,,4,4.0,1.0,8318.0,3.1,23.0544372,72.4720756
flat,shantigram,6450.0,semi-furnished,,5,5.0,2.0,7364.0,4.75,23.16040095,72.542511078472
flat,sughad,1179.0,unfurnished,parshwanath atlantis park,2,2.0,2.0,3562.0,0.42,23.12088209671165,72.63156171985149
flat,jagatpur,2000.0,unfurnished,godrej green glades,3,3.0,1.0,5500.0,1.1,23.09916113959176,72.5517012504195
flat,maninagar,1080.0,unfurnished,jk rinku apartments,2,2.0,2.0,5556.0,0.6,22.9986596,72.6114013
flat,jagatpur,1680.0,unfurnished,,3,3.0,1.0,5476.0,0.92,23.09916113959176,72.5517012504195
flat,ioc road,1114.0,furnished,swati residency 4,2,2.0,1.0,3682.0,0.41,23.11179726315545,72.5730457515188
flat,sarkhej gandhinagar highway,2412.0,unfurnished,veritas,3,3.0,1.0,6343.0,1.53,23.054317424033545,72.51923073752492
flat,tragad,1107.0,furnished,anand ilyf,2,2.0,3.0,5330.0,0.59,23.1283467,72.558657
flat,south bopal,1750.0,unfurnished,aashray aurum,3,3.0,2.0,6571.0,1.15,23.02353855,72.47052697610516
flat,raysan,2718.0,unfurnished,fortune spacelink,3,3.0,1.0,4820.0,1.31,23.162977137166926,72.6568762799553
flat,sardar patel ring road,1960.0,semi-furnished,orchid heights,3,3.0,3.0,6378.0,1.25,22.96754445,72.66035875
flat,bopal,1260.0,unfurnished,safal parisar 2,2,2.0,1.0,5238.0,0.66,23.02353855,72.47052697610516
flat,chandkheda,810.0,unfurnished,akshay residency,1,1.0,1.0,4321.0,0.35,23.1100643,72.5811205
flat,krishna nagar,1233.0,unfurnished,,2,2.0,2.0,3569.0,0.44,23.086883481113247,72.54541698568184
flat,tragad,1755.0,unfurnished,aristo anandam,3,3.0,1.0,4786.0,0.84,23.1283467,72.558657
flat,maninagar,1665.0,unfurnished,,3,3.0,1.0,7207.0,1.2,22.9986596,72.6114013
flat,paldi,1500.0,furnished,,3,3.0,3.0,10000.0,1.5,23.0145531,72.5635432
flat,sindhu bhavan marg,4461.0,semi-furnished,shaligram plush,5,6.0,3.0,0.0,5.0,23.04136287523569,72.49591398035237
flat,shilaj,1745.0,unfurnished,kaveri soham vivanta,3,3.0,2.0,5444.0,0.95,23.0544372,72.4720756
flat,maninagar,3150.0,furnished,,8,4.0,1.0,6349.0,2.0,22.9986596,72.6114013
flat,sola,639.0,semi-furnished,,2,2.0,1.0,14867.0,0.95,23.069237,72.5111307
flat,thaltej,1200.0,unfurnished,bakeri satej,2,2.0,1.0,6250.0,0.75,23.0485393,72.511742
flat,sarkhej gandhinagar highway,1775.0,unfurnished,malabar exotica,3,3.0,1.0,6366.0,1.13,23.054317424033545,72.51923073752492
flat,judges bunglow road,4179.0,furnished,khyati vishwaketu i,4,4.0,4.0,7442.0,3.11,23.0375539419595,72.51431096668632
flat,shela,1761.0,unfurnished,turquoise greenz,3,3.0,1.0,4542.0,0.8,23.0108213,72.44271186959236
flat,nikol,1203.0,unfurnished,,2,2.0,1.0,4074.0,0.49,23.0589329,72.6718736720388
flat,naroda,1337.0,furnished,,2,2.0,1.0,3665.0,0.49,23.0732586,72.6508299
flat,gulbai tekra,2340.0,furnished,,3,3.0,5.0,11111.0,2.6,23.0265739,72.5489628
flat,vaishnodevi circle,958.0,semi-furnished,adani pratham,2,2.0,2.0,4697.0,0.45,23.136343132120857,72.54237623802707
flat,ghuma,1050.0,unfurnished,prerana happy heights,2,2.0,2.0,4381.0,0.46,23.0295113,72.4506006
flat,gota,1755.0,unfurnished,festival o2,3,3.0,1.0,5242.0,0.92,23.1010002,72.5408363
flat,ranip,1305.0,unfurnished,,2,2.0,3.0,4444.0,0.58,23.0766234,72.5764197
flat,new ranip,1170.0,semi-furnished,,2,2.0,2.0,4701.0,0.55,23.092529,72.561323
